"source_file","insight_id","index","english_message","english_proof","turkish_message","turkish_score","categories","health_tags","demographic_tags","target_group_size","target_group_percentage","target_group_filters","target_group_total_population"
"company/Company_28_report_insights.json","insight_05","5","Nutrition represents a critical blind spot in this workforce, with 94% reporting inadequate fruit and vegetable intake (56% very poor, 38% poor). Despite this near-universal deficiency, only 50% use supplements, suggesting that half the workforce has no nutritional safety net. Sugar consumption is similarly concerning, with 28% consuming sugar daily and only 22% maintaining minimal intake. The poor nutrition rates among health survey participants suggest the actual workforce-wide situation may be even worse, as health-conscious employees typically report better dietary habits. Companies should implement accessible nutrition programs including subsidized healthy meals, nutrition education, and supplement programs, recognizing that dietary change is complex and requires sustained support beyond awareness campaigns.","Fruit/vegetable intake: 55.8% very poor (n=445), 37.8% poor (n=302), only 6.4% adequate or better. Supplement usage: 50.5% not using supplements (n=403), 49.5% using supplements (n=395). Sugar intake: 28.1% daily sugar (n=224), 21.6% minimal sugar (n=172). Sample size: n=798.","Beslenme bu iş gücünde kritik bir kör nokta oluşturuyor: %94'ü yetersiz meyve ve sebze tüketimi bildiriyor (%56 çok kötü, %38 kötü). Bu neredeyse evrensel eksikliğe rağmen, sadece %50'si takviye kullanıyor, bu da iş gücünün yarısının beslenme güvenlik ağı olmadığını gösteriyor. Şeker tüketimi benzer şekilde endişe verici: %28'i günlük şeker tüketiyor ve sadece %22'si minimal alımı sürdürüyor. Sağlık anketi katılımcıları arasındaki kötü beslenme oranları, gerçek iş gücü genelindeki durumun daha da kötü olabileceğini düşündürüyor, çünkü sağlık bilincine sahip çalışanlar tipik olarak daha iyi beslenme alışkanlıkları bildiriyor. Şirketler, sübvansiyonlu sağlıklı yemekler, beslenme eğitimi ve takviye programları da dahil olmak üzere erişilebilir beslenme programları uygulamalı; beslenme değişikliğinin karmaşık olduğunu ve farkındalık kampanyalarının ötesinde sürekli destek gerektirdiğini kabul etmeli.","7","nutrition","very_poor_nutrition; poor_nutrition; daily_sugar_weekly; minimal_sugar; using_supplements; not_using_supplements","","370","46.37","A.fruit_veg_intake IN (very_poor_nutrition OR poor_nutrition); A.sugar_intake IN (daily_sugar_weekly OR minimal_sugar); A.supplement_usage IN (using_supplements OR not_using_supplements)","798"
"company/Company_28_report_insights.json","insight_06","6","Normal weight employees experiencing no physical pain represent the healthiest population segment, with 39% achieving low-risk status versus 10% population average (9.14σ significance, n=103). However, weight alone is not protective: 54% of all employees are normal weight, yet the majority still face moderate or high health risks due to behavioral factors like smoking, inactivity, and poor sleep. This reveals that traditional health metrics like BMI miss the most important risk drivers. Companies should shift focus from weight-centric wellness programs to behavior-based interventions. The data shows that promoting regular exercise, adequate sleep, and smoking cessation will improve health outcomes more effectively than focusing on weight management, even among normal-weight employees who comprise half the workforce.","Normal weight + no pain: 38.8% low risk vs 10.2% population (9.14σ, n=103). Normal weight population: 53.6% (n=425). Normal weight with never smoked: 28.7% low risk vs 10.2% population (7.99σ, n=188). Normal weight alone does not prevent high risk: majority of normal weight employees still face moderate/high risk due to lifestyle factors.","Fiziksel ağrı yaşamayan normal kilolu çalışanlar en sağlıklı popülasyon segmentini temsil ediyor: %39'u düşük risk statüsüne ulaşıyor (genel ortalama %10, 9,14σ anlamlılık, n=103). Ancak kilo tek başına koruyucu değil: tüm çalışanların %54'ü normal kiloda, yine de çoğunluk sigara, hareketsizlik ve kötü uyku gibi davranışsal faktörler nedeniyle orta veya yüksek riskle karşı karşıya. Bu, VKİ gibi geleneksel sağlık metriklerinin en önemli risk faktörlerini gözden kaçırdığını ortaya koyuyor. Şirketler odağı kilo merkezli sağlık programlarından davranış tabanlı müdahalelere kaydırmalı. Veriler, düzenli egzersiz, yeterli uyku ve sigarayı bırakmayı teşvik etmenin, iş gücünün yarısını oluşturan normal kilolu çalışanlar arasında bile kilo yönetimine odaklanmaktan daha etkili sağlık sonuçları iyileştireceğini gösteriyor.","8","physical_health","no_pain","normal_weight","103","12.91","A.physical_pain=no_pain; bmi_category=normal_weight","798"
"company/Company_28_report_insights.json","insight_07","7","Loneliness shows surprising variation in this workforce, with employees distributed almost evenly across the loneliness spectrum: 29% report always feeling lonely, 24% sometimes lonely, 21% rarely lonely, 19% often lonely, and only 7% never lonely. The combination of never smoking and never feeling lonely creates exceptional health outcomes, with 62% achieving low-risk status (n=26, 8.22σ significance). This wide distribution suggests that loneliness is not simply a personality trait but may reflect workplace culture, remote work arrangements, or lack of social connection opportunities. Companies should investigate whether work arrangements are inadvertently creating isolation and implement team-building activities, social connection programs, and mental health resources that specifically address loneliness as a health risk factor.","Loneliness distribution: Always lonely 28.8% (n=230), sometimes 23.8% (n=190), rarely 21.2% (n=169), often 19.4% (n=155), never 6.8% (n=54). Never smoked + never lonely: 61.5% low risk vs 10.2% population (8.22σ, n=26). High diversity score: 0.950 indicates even distribution across categories.","Yalnızlık bu iş gücünde şaşırtıcı bir varyasyon gösteriyor: çalışanlar yalnızlık spektrumuna neredeyse eşit dağılmış durumda: %29 her zaman yalnız hissediyor, %24 bazen, %21 nadiren, %19 sık sık ve sadece %7 hiçbir zaman yalnız hissetmiyor. Hiç sigara içmeme ve hiçbir zaman yalnız hissetmeme kombinasyonu olağanüstü sağlık sonuçları yaratıyor: %62'si düşük risk statüsüne ulaşıyor (n=26, 8,22σ anlamlılık). Bu geniş dağılım, yalnızlığın sadece bir kişilik özelliği olmadığını, işyeri kültürünü, uzaktan çalışma düzenlemelerini veya sosyal bağlantı fırsatlarının eksikliğini yansıtabileceğini gösteriyor. Şirketler, çalışma düzenlemelerinin istemeden izolasyon yaratıp yaratmadığını araştırmalı ve yalnızlığı bir sağlık risk faktörü olarak spesifik olarak ele alan takım oluşturma aktiviteleri, sosyal bağlantı programları ve ruh sağlığı kaynakları uygulamalı.","8","mental_health; lifestyle","always_lonely; sometimes_lonely; rarely_lonely; often_lonely; never_lonely; never_smoked","","357","44.74","A.loneliness IN (always_lonely OR sometimes_lonely OR rarely_lonely OR often_lonely OR never_lonely); A.smoking_status=never_smoked","798"
"company/Company_28_report_insights.json","insight_08","8","A micro-segment of 10 employees combining daily smoking with moderate alcohol consumption shows catastrophic health outcomes: 80% high risk versus 25% population average (3.21x risk ratio). Another small group of 11 employees who both smoke daily and drink moderately-light alcohol shows 64% high risk (2.55x ratio). These tiny populations offer ideal targets for intensive, personalized interventions. The small size of these segments makes individualized support feasible and cost-effective. Companies should identify these highest-risk micro-groups through health assessments and offer concierge-style wellness support with dedicated health coaches addressing both substance use patterns simultaneously, rather than generic group programs that may not reach these specific employees.","Daily smoker + moderate alcohol: 80.0% high risk vs 24.9% population (3.21x ratio, n=10). Daily smoker + moderate-light alcohol: 63.6% high risk vs 24.9% population (2.55x ratio, n=11). Both segments represent micro-populations (1.3% and 1.4% of workforce) ideal for targeted intensive intervention.","Günlük sigara içme ve orta düzeyde alkol tüketimini birleştiren 10 kişilik mikro-segment felaket sağlık sonuçları gösteriyor: %80 yüksek risk (genel ortalama %25, risk oranı 3,21x). Hem günlük sigara içen hem de orta-hafif alkol tüketen 11 kişilik başka bir küçük grup %64 yüksek risk gösteriyor (oran 2,55x). Bu küçük popülasyonlar, yoğun, kişiselleştirilmiş müdahaleler için ideal hedefler sunuyor. Bu segmentlerin küçük boyutu, bireyselleştirilmiş desteği uygulanabilir ve maliyet-etkin kılıyor. Şirketler, sağlık değerlendirmeleri yoluyla bu en yüksek riskli mikro-grupları tanımlamalı ve her iki madde kullanım örüntüsünü aynı anda ele alan özel sağlık koçlarıyla konsiyerj tarzı sağlık desteği sunmalı; bu spesifik çalışanlara ulaşamayabilecek genel grup programları yerine.","9","lifestyle","daily_smoker; moderate_alcohol; moderate_light_alcohol","","21","2.63","A.smoking_status=daily_smoker; A.alcohol_consumption IN (moderate_alcohol OR moderate_light_alcohol)","798"
"company/Company_28_report_insights.json","insight_09","9","Employees reporting extreme physical pain show dramatically elevated health risk (68% high risk, 2.74x population average, n=19), yet this small group of only 19 employees likely has specific, addressable underlying causes. The statistical analysis identifies extreme pain as the single highest individual risk factor, with 2.74x baseline impact, suggesting that addressing chronic pain through medical referrals, ergonomic interventions, or pain management programs would yield disproportionate health improvements. The small size (2% of surveyed workforce) makes comprehensive intervention practical. Companies should proactively identify employees with severe pain, provide fast-track access to pain specialists, evaluate workplace ergonomics, and offer alternative work arrangements to reduce physical strain while pursuing medical treatment.","Extreme pain: 68.4% high risk vs 24.9% population (2.74x ratio, n=19). Compound risk scoring identifies extreme pain as highest individual factor impact (2.74x baseline). Pain distribution: No pain 22.2%, minimal 36.1%, mild 22.3%, moderate 9.8%, severe 7.3%, extreme 2.4% (n=798).","Aşırı fiziksel ağrı bildiren çalışanlar dramatik olarak yüksek sağlık riski gösteriyor (%68 yüksek risk, popülasyon ortalamasının 2,74 katı, n=19), ancak bu sadece 19 çalışanlık küçük grup muhtemelen spesifik, ele alınabilir altta yatan nedenlere sahip. İstatistiksel analiz, aşırı ağrıyı en yüksek bireysel risk faktörü olarak tanımlıyor (2,74x temel etki), bu da tıbbi sevkler, ergonomik müdahaleler veya ağrı yönetimi programları yoluyla kronik ağrıyı ele almanın orantısız sağlık iyileştirmeleri sağlayacağını gösteriyor. Küçük boyut (anket yapılan iş gücünün %2'si) kapsamlı müdahaleyi pratik kılıyor. Şirketler, şiddetli ağrısı olan çalışanları proaktif olarak tanımlamalı, ağrı uzmanlarına hızlı erişim sağlamalı, işyeri ergonomisini değerlendirmeli ve tıbbi tedavi sürecinde fiziksel zorlanmayı azaltmak için alternatif çalışma düzenlemeleri sunmalı.","9","physical_health","extreme_pain","","19","2.38","A.physical_pain=extreme_pain","798"
"company/Company_28_report_insights.json","insight_10","10","The 53% of employees who report no regular exercise represent the largest single behavioral risk group in this workforce (n=426). Among sedentary employees, 75% of high-risk individuals also report no exercise, demonstrating the overwhelming importance of physical activity. In contrast, employees who achieve daily exercise show complete protection from high-risk status, yet they comprise only 3% of surveyed participants. This dramatic gap between the protective power of daily exercise and its extremely low adoption rate suggests that current wellness programs are failing to make physical activity accessible or appealing. Companies should analyze barriers to exercise adoption (time constraints, lack of facilities, cultural factors) and implement structural changes like mandatory walking breaks, standing desks, active commuting incentives, or on-site fitness classes during work hours rather than relying on after-work gym memberships.","No exercise prevalence: 53.4% (n=426, largest behavioral risk group). High-risk employees: 74.6% report no exercise. Daily exercise: 3.4% prevalence (n=27), shows 0% high risk (complete protection). Exercise distribution: No exercise 53.4%, weekly 17.7%, regular 21.1%, frequent 4.5%, daily 3.4%.","Düzenli egzersiz yapmadığını bildiren çalışanların %53'ü bu iş gücündeki en büyük tek davranışsal risk grubunu temsil ediyor (n=426). Hareketsiz çalışanlar arasında, yüksek riskli bireylerin %75'i de egzersiz yapmadığını bildiriyor, bu da fiziksel aktivitenin ezici önemini gösteriyor. Buna karşılık, günlük egzersiz yapan çalışanlar yüksek risk statüsünden tam koruma gösteriyor, ancak ankete katılanların sadece %3'ünü oluşturuyorlar. Günlük egzersizin koruyucu gücü ile son derece düşük benimseme oranı arasındaki bu dramatik boşluk, mevcut sağlık programlarının fiziksel aktiviteyi erişilebilir veya çekici kılmada başarısız olduğunu gösteriyor. Şirketler, egzersiz benimseme önünde engelleri (zaman kısıtlamaları, tesis eksikliği, kültürel faktörler) analiz etmeli ve mesai sonrası spor salonu üyeliklerine güvenmek yerine zorunlu yürüyüş molaları, ayakta çalışma masaları, aktif ulaşım teşvikleri veya çalışma saatleri içinde yerinde fitness dersleri gibi yapısal değişiklikler uygulamalı.","9","activity_level","no_exercise; daily_exercise","","453","56.77","A.activity_level IN (no_exercise OR daily_exercise)","798"
"company/Company_28_report_insights.json","insight_11","11","Survey participation itself reveals important health engagement patterns: 798 employees completed this comprehensive health assessment, representing health-conscious individuals willing to disclose sensitive information about mental health, substance use, and lifestyle. The concerning levels of depression, stress, and loneliness among these relatively engaged employees suggest that non-participants may face even greater challenges but lack awareness or willingness to seek support. Companies should recognize that health survey data captures the ""tip of the iceberg"" - employees who don't participate may include those most resistant to health interventions, those with privacy concerns, or those too overwhelmed to engage. A two-track strategy is essential: intensive support for the engaged employees who completed the survey, plus low-barrier awareness campaigns and anonymous resources for non-participants who may need help but won't seek it proactively.","Survey participation: n=798 employees completed comprehensive assessment. Mental health among participants: 93.1% report depression symptoms (only 6.9% positive mood/full interest), 50.7% report frequent irritability, 43.2% often feel out of control, 72.0% experience loneliness often or sometimes. This represents health-engaged population, suggesting non-participants may have worse outcomes.","Anket katılımının kendisi önemli sağlık katılım örüntülerini ortaya koyuyor: 798 çalışan bu kapsamlı sağlık değerlendirmesini tamamladı, bu da ruh sağlığı, madde kullanımı ve yaşam tarzı hakkında hassas bilgileri açıklamaya istekli, sağlık bilincine sahip bireyleri temsil ediyor. Bu nispeten katılımcı çalışanlar arasındaki endişe verici depresyon, stres ve yalnızlık seviyeleri, katılmayanların daha büyük zorluklarla karşı karşıya olabileceğini ancak farkındalık veya destek arama isteğinden yoksun olduklarını düşündürüyor. Şirketler, sağlık anketi verilerinin ""buzdağının görünen kısmını"" yakaladığını kabul etmeli - katılmayan çalışanlar, sağlık müdahalelerine en dirençli olanları, gizlilik endişeleri olanları veya katılım için çok bunalmış olanları içerebilir. İki yönlü bir strateji gerekli: anketi tamamlayan katılımcı çalışanlar için yoğun destek, artı yardıma ihtiyacı olabilecek ancak proaktif olarak aramayacak katılmayanlar için düşük engelli farkındalık kampanyaları ve anonim kaynaklar.","8","mental_health","mild_anhedonia; moderate_anhedonia; occasional_sadness; frequent_sadness; sometimes_irritated; often_irritated","","486","60.9","A.depression_anhedonia IN (mild_anhedonia OR moderate_anhedonia); A.depression_mood IN (occasional_sadness OR frequent_sadness); A.stress_level_irritability IN (sometimes_irritated OR often_irritated)","798"
"company/Company_28_report_insights.json","insight_12","12","Supplement usage shows a surprising correlation with depression symptoms and low physical activity patterns. Among supplement users, 59% report occasional depression symptoms versus 50% population average, and 45% report no exercise versus 53% population (Cramer's V = 0.198 for depression, 0.173 for activity). This unexpected pattern suggests employees may be using supplements as a substitute for addressing underlying behavioral health issues rather than as a complement to healthy lifestyles. Companies should be cautious about promoting supplement programs without concurrent behavior change support. The data indicates that some employees view supplements as a ""quick fix"" that allows them to avoid more difficult lifestyle changes like starting exercise or addressing mental health concerns. Wellness programs should emphasize that supplements cannot replace behavioral interventions and should only be offered alongside exercise promotion and mental health resources.","Supplement usage: 49.5% using (n=395), 50.5% not using (n=403). Correlation with depression: Cramer's V = 0.198 (significant cross-cluster correlation). Correlation with activity: Cramer's V = 0.173. Among supplement users: 59% occasional sadness vs 50% population, 45% no exercise vs 53% population.","Takviye kullanımı, depresyon belirtileri ve düşük fiziksel aktivite örüntüleriyle şaşırtıcı bir korelasyon gösteriyor. Takviye kullanıcıları arasında, %59'u ara sıra depresyon belirtileri bildiriyor (popülasyon ortalaması %50) ve %45'i egzersiz yapmadığını bildiriyor (popülasyon %53; depresyon için Cramer's V = 0,198, aktivite için 0,173). Bu beklenmedik örüntü, çalışanların takviyeleri sağlıklı yaşam tarzlarının bir tamamlayıcısı olarak değil, altta yatan davranışsal sağlık sorunlarını ele almanın yerine kullanıyor olabileceğini gösteriyor. Şirketler, eşzamanlı davranış değişikliği desteği olmadan takviye programlarını teşvik etme konusunda dikkatli olmalı. Veriler, bazı çalışanların takviyeleri egzersiz başlatma veya ruh sağlığı endişelerini ele alma gibi daha zor yaşam tarzı değişikliklerinden kaçınmalarını sağlayan bir ""hızlı çözüm"" olarak gördüklerini gösteriyor. Sağlık programları, takviyelerin davranışsal müdahalelerin yerini alamayacağını vurgulamalı ve sadece egzersiz teşviki ve ruh sağlığı kaynaklarıyla birlikte sunulmalı.","7","nutrition; physical_health; mental_health; activity_level","using_supplements; not_using_supplements; occasional_sadness; no_exercise","","193","24.19","A.supplement_usage IN (using_supplements OR not_using_supplements); A.depression_mood=occasional_sadness; A.activity_level=no_exercise","798"
"company/Company_28_report_insights.json","insight_13","13","Obese employees face dramatically compounded health risks when experiencing mental health challenges. Among obese employees with persistent depression symptoms, 17% reach very high-risk status versus 0.8% population baseline (7.79σ, n=18). Similarly, obese employees with severe depression symptoms show 15% very high-risk rates (7.35σ, n=20). These small populations (18-20 employees) represent extremely vulnerable individuals requiring urgent integrated care addressing both metabolic and psychological health. The overlap between obesity, mental health struggles, and extreme risk levels indicates that weight management programs cannot succeed without mental health support, and vice versa. Companies should create specialized programs for employees with both metabolic and psychological risk factors, providing coordinated care teams including nutritionists, exercise specialists, and mental health professionals rather than siloed interventions.","Obese + persistent sadness: 16.7% very high risk vs 0.8% population (7.79σ, n=18). Obese + severe anhedonia: 15.0% very high risk vs 0.8% population (7.35σ, n=20). Obesity prevalence: 13.5% (n=107). These represent micro-segments with compound metabolic and psychological risks requiring integrated care.","Obez çalışanlar ruh sağlığı zorlukları yaşadıklarında dramatik olarak artmış bileşik risklerle karşı karşıya. Sürekli depresyon belirtileri olan obez çalışanlar arasında, %17'si çok yüksek risk statüsüne ulaşıyor (popülasyon taban çizgisi %0,8, 7,79σ, n=18). Benzer şekilde, şiddetli depresyon belirtileri olan obez çalışanlar %15 çok yüksek risk oranı gösteriyor (7,35σ, n=20). Bu küçük popülasyonlar (18-20 çalışan), hem metabolik hem de psikolojik sağlığı ele alan acil entegre bakım gerektiren son derece savunmasız bireyleri temsil ediyor. Obezite, ruh sağlığı mücadeleleri ve aşırı risk seviyeleri arasındaki örtüşme, kilo yönetimi programlarının ruh sağlığı desteği olmadan başarılı olamayacağını ve bunun tersini gösteriyor. Şirketler, hem metabolik hem de psikolojik risk faktörlerine sahip çalışanlar için, beslenme uzmanları, egzersiz uzmanları ve ruh sağlığı profesyonellerini içeren koordineli bakım ekipleri sağlayan, silolara ayrılmış müdahaleler yerine özelleştirilmiş programlar oluşturmalı.","9","physical_health; mental_health","persistent_sadness; severe_anhedonia","obese","14","1.75","A.depression_mood=persistent_sadness; A.depression_anhedonia=severe_anhedonia; bmi_category=obese","798"
"company/Company_28_report_insights.json","insight_14","14","Step count data reveals severe physical inactivity: 61% of employees log very low or low daily steps, while only 18% achieve good or excellent step counts. This sedentary pattern exists alongside the 53% who report no regular exercise, indicating that many employees are inactive both during structured exercise time and throughout their daily routines. Low step counts correlate with elevated health risks, particularly when combined with poor sleep or high stress. The widespread step deficiency suggests that workplace environments may not support incidental movement throughout the day. Companies should redesign work spaces and policies to encourage movement: placing printers/break rooms away from desks, implementing walking meetings, offering standing desks, creating walk-and-talk phone call cultures, and gamifying step challenges with teams. Small increases in daily movement can complement or substitute for formal exercise programs that have low adoption rates.","Step count distribution: Very low steps 26.8% (n=214), low steps 34.2% (n=273), moderate 20.9% (n=167), good 14.0% (n=112), excellent 4.0% (n=32). Total low/very low steps: 61.0%. High-risk employees: 73.7% show low or very low steps. Correlation with sedentary lifestyle: 53.4% report no exercise.","Adım sayımı verileri şiddetli fiziksel hareketsizliği ortaya koyuyor: çalışanların %61'i çok düşük veya düşük günlük adım kaydediyor, sadece %18'i iyi veya mükemmel adım sayısına ulaşıyor. Bu hareketsiz örüntü, düzenli egzersiz yapmadığını bildiren %53 ile birlikte var, bu da birçok çalışanın hem yapılandırılmış egzersiz zamanında hem de günlük rutinleri boyunca hareketsiz olduğunu gösteriyor. Düşük adım sayıları, özellikle kötü uyku veya yüksek stresle birleştiğinde, yüksek sağlık riskleriyle ilişkili. Yaygın adım eksikliği, işyeri ortamlarının gün boyunca rastlantısal hareketi desteklemeyebileceğini gösteriyor. Şirketler, hareketi teşvik etmek için çalışma alanlarını ve politikalarını yeniden tasarlamalı: yazıcıları/dinlenme odalarını masalardan uzağa yerleştirmek, yürüyüşlü toplantılar uygulamak, ayakta çalışma masaları sunmak, yürü-ve-konuş telefon görüşmesi kültürleri oluşturmak ve takımlarla adım yarışmalarını oyunlaştırmak. Günlük hareketteki küçük artışlar, düşük benimseme oranlarına sahip resmi egzersiz programlarını tamamlayabilir veya yerini alabilir.","8","activity_level","very_low_steps; low_steps; moderate_steps; good_steps; excellent_steps","","798","100.0","A.daily_steps IN (very_low_steps OR low_steps OR moderate_steps OR good_steps OR excellent_steps)","798"
"company/Company_28_report_insights.json","insight_15","15","The 45% of employees who never smoked represent a substantial protective population, showing significantly lower health risks across multiple dimensions (n=357). Among never-smokers who also never feel lonely, 62% achieve low-risk status versus 10% population average (8.22σ, n=26). However, smoking remains prevalent with 49% of employees having some smoking history (23% daily, 19% occasional, 7% frequent smokers). The 50 former smokers (6%) represent a success story worth analyzing and replicating. Companies should celebrate and learn from the 6% who successfully quit smoking by conducting exit interviews to understand what interventions worked. These insights should inform smoking cessation programs targeting current smokers. Simultaneously, protecting the 45% who never smoked through workplace smoking policies, stress management resources, and social connection programs will preserve this healthy baseline and prevent smoking initiation during stressful periods.","Never smoked: 44.7% (n=357). Smoking prevalence: Daily 22.7% (n=181), occasional 19.2% (n=153), frequent 7.1% (n=57), former 6.3% (n=50). Never smoked + never lonely: 61.5% low risk vs 10.2% population (8.22σ, n=26). Former smokers represent 6.3% who successfully quit.","Hiç sigara içmemiş çalışanların %45'i önemli bir koruyucu popülasyonu temsil ediyor, birçok boyutta önemli ölçüde düşük sağlık riskleri gösteriyor (n=357). Hiç sigara içmemiş ve hiçbir zaman yalnız hissetmeyen çalışanlar arasında, %62'si düşük risk statüsüne ulaşıyor (popülasyon ortalaması %10, 8,22σ, n=26). Ancak sigara içimi yaygın kalmaya devam ediyor; çalışanların %49'u bir miktar sigara geçmişine sahip (%23 günlük, %19 ara sıra, %7 sık sık içici). 50 eski içici (%6) analiz edilmeye ve tekrarlanmaya değer bir başarı hikayesini temsil ediyor. Şirketler, hangi müdahalelerin işe yaradığını anlamak için çıkış görüşmeleri yaparak sigarayı başarıyla bırakan %6'yı kutlamalı ve onlardan öğrenmeli. Bu içgörüler, mevcut içicileri hedefleyen sigarayı bırakma programlarını bilgilendirmeli. Aynı zamanda, işyeri sigara politikaları, stres yönetimi kaynakları ve sosyal bağlantı programları yoluyla hiç sigara içmemiş %45'i korumak, bu sağlıklı taban çizgisini koruyacak ve stresli dönemlerde sigara başlangıcını önleyecek.","7","lifestyle; mental_health","never_smoked; former_smoker; daily_smoker; occasional_smoker; frequent_smoker; never_lonely","","54","6.77","A.smoking_status IN (never_smoked OR former_smoker OR daily_smoker OR occasional_smoker OR frequent_smoker); A.loneliness=never_lonely","798"
"company/Company_28_report_insights.json","insight_16","16","Chronic disease prevalence is remarkably low among survey participants: only 2% diabetes, 9% thyroid disorders, 1% hypertension, 3% obesity, and less than 1% kidney disease, heart disease, or cancer. These rates are substantially lower than expected population norms for working-age adults, suggesting that either this company has an unusually healthy workforce or that employees with chronic conditions are less likely to participate in health surveys due to privacy concerns, health fatigue, or low engagement. Companies should recognize that voluntary health surveys may systematically undercount employees with chronic conditions who need support most. Implementing parallel outreach strategies is essential: anonymous chronic disease management programs, pharmacy benefit data analysis (with proper privacy safeguards), and partnerships with healthcare providers to identify and support employees with diagnosed conditions who may not engage with workplace wellness initiatives.","Chronic disease prevalence: Diabetes 2.1% (n=17), thyroid 8.8% (n=70), hypertension 1.3% (n=10), obesity 3.4% (n=27), kidney disease 0.9% (n=7), heart disease 2.4% (n=19), cancer 0.4% (n=3). Other conditions: 13.9% (n=111). These rates are substantially lower than expected population prevalence, suggesting participation bias among chronically ill employees.","Anket katılımcıları arasında kronik hastalık yaygınlığı oldukça düşük: sadece %2 diyabet, %9 tiroid bozuklukları, %1 hipertansiyon, %3 obezite ve %1'den az böbrek hastalığı, kalp hastalığı veya kanser. Bu oranlar, çalışma çağındaki yetişkinler için beklenen popülasyon normlarından önemli ölçüde düşük, bu da bu şirketin alışılmadık derecede sağlıklı bir iş gücüne sahip olduğunu veya kronik hastalıkları olan çalışanların gizlilik endişeleri, sağlık yorgunluğu veya düşük katılım nedeniyle sağlık anketlerine katılma olasılığının daha düşük olduğunu gösteriyor. Şirketler, gönüllü sağlık anketlerinin en çok desteğe ihtiyaç duyan kronik hastalığı olan çalışanları sistematik olarak eksik sayabileceğini kabul etmeli. Paralel erişim stratejileri uygulamak esastır: anonim kronik hastalık yönetimi programları, eczane fayda veri analizi (uygun gizlilik korumaları ile) ve işyeri sağlık girişimlerine katılmayabilecek teşhis konulmuş koşullara sahip çalışanları tanımlamak ve desteklemek için sağlık hizmeti sağlayıcılarıyla ortaklıklar.","7","health_conditions","has_diabetes; has_thyroid; has_hypertension; has_obesity; has_kidney_disease; has_heart_disease; has_cancer; has_other_condition","","0","0.0","diabetes_status=has_diabetes; thyroid_disorder_status=has_thyroid; hypertension_status=has_hypertension; obesity_status=has_obesity; kidney_disease_status=has_kidney_disease; heart_disease_status=has_heart_disease; cancer_status=has_cancer; other_condition_status=has_other_condition","798"
"company/Company_2_report_insights.json","insight_01","1","Daily smokers in this workforce face dramatically elevated health risks, with 69.2% classified as high risk compared to just 30% across the overall population (2.3x risk ratio). This makes smoking status the single strongest predictor of poor health outcomes in the organization. Among the 13 daily smokers, over two-thirds are already experiencing compound health challenges that place them in the highest risk category. Companies should prioritize smoking cessation as the highest-impact intervention available. Offering subsidized cessation programs, behavioral coaching, and nicotine replacement therapy could reduce high-risk employees by one-third. The concentration of risk in this small group (26% of workforce) makes targeted outreach highly cost-effective.","Daily smokers: 69.2% high risk (n=13) vs 30.0% population baseline. Risk ratio: 2.31x. Statistical significance: 2.58σ deviation. Daily smokers represent 26% of workforce but account for a disproportionate share of high-risk employees.","Şirketteki günlük sigara içicilerinin %69,2'si yüksek sağlık riski taşıyor; bu oran genel çalışan ortalamasının (%30) 2,3 katı. 13 günlük sigara içicisinin üçte ikisinden fazlası zaten ciddi sağlık sorunları yaşıyor. Sigara kullanımı, organizasyondaki en güçlü risk faktörü olarak öne çıkıyor. İşverenler, sübvansiyonlu sigarayı bırakma programları, davranış değişimi koçluğu ve nikotin replasman tedavisi sunarak yüksek riskli çalışan sayısını üçte bir oranında azaltabilir. Riskin bu küçük grupta yoğunlaşması (işgücünün %26'sı) hedefli müdahaleleri son derece maliyet-etkin kılıyor.","9","lifestyle; physical_health","daily_smoker","","13","26.0","A.smoking_status=daily_smoker","50"
"company/Company_2_report_insights.json","insight_02","2","Insufficient sleep emerges as the second-strongest health risk predictor, with 61.5% of poor sleepers classified as high risk versus 30% of the overall population. The 13 employees experiencing inadequate sleep show double the risk rate of their well-rested colleagues. Sleep deprivation compounds with other risk factors, particularly among those who also smoke or lead sedentary lifestyles. Organizations should investigate whether work schedules, overtime patterns, or workplace stress contribute to poor sleep. Implementing flexible start times, reducing after-hours communications, and providing sleep hygiene education could address root causes. Since 74% of the workforce reports insufficient or borderline sleep, company-wide interventions would benefit the majority of employees.","Insufficient sleep: 61.5% high risk (n=13) vs 30.0% population baseline. Risk ratio: 2.05x. Statistical significance: 2.08σ deviation. Combined with overall sleep data: 48% borderline sleep, 26% insufficient sleep = 74% with suboptimal sleep quality.","Yetersiz uyku, ikinci en güçlü sağlık risk göstergesi olarak karşımıza çıkıyor: kötü uyuyan çalışanların %61,5'i yüksek risk kategorisinde, genel ortalama ise %30. Yetersiz uyku yaşayan 13 çalışanın risk oranı, iyi uyuyanlara kıyasla iki kat daha yüksek. Uyku yoksunluğu, özellikle sigara içen veya hareketsiz yaşam süren çalışanlarda diğer risk faktörleriyle birleşerek etkisini artırıyor. İşgücünün %74'ü yetersiz ya da sınırda uyku kalitesi bildiriyor; bu da şirket çapında müdahalelerin çoğunluğa fayda sağlayacağını gösteriyor. Esnek mesai başlangıcı, mesai dışı iletişimin azaltılması ve uyku hijyeni eğitimi gibi önlemler kök nedenleri ele alabilir.","8","sleep; physical_health","insufficient_sleep","","13","26.0","A.sleep_quality=insufficient_sleep","50"
